Transaction_ID,Date,Category,Customer_Segment,Day_of_Week,Month,Is_Weekend,Base_Price,Discount_Percent,Final_Price,Units_Sold
TRX-0069,2025-08-06,Electronics,Student,Wednesday,8,False,803.1313214001316,0.2,642.5050571201053,11
TRX-0070,2025-02-13,Books,Premium,Thursday,2,False,31.870657958589163,0.3,22.309460571012412,12
TRX-0071,2025-06-11,Clothing,Student,Wednesday,6,False,74.66540859278604,0.2,59.73232687422883,5
TRX-0072,2025-07-21,Electronics,Standard,Monday,7,False,788.8841975048645,0.1,709.9957777543781,5
TRX-0073,2025-09-27,Home & Kitchen,Student,Saturday,9,True,149.64174421293538,0.1,134.67756979164184,7
TRX-0074,2025-12-17,Clothing,Student,Wednesday,12,False,54.68545448640785,0.0,54.68545448640785,5
TRX-0075,2025-10-31,Home & Kitchen,Premium,Friday,10,False,134.32140574634545,0.3,94.02498402244181,9
TRX-0076,2025-09-28,Clothing,Standard,Sunday,9,True,63.467099776049196,0.0,63.467099776049196,8
TRX-0077,2025-08-03,Electronics,Student,Sunday,8,True,825.1155655158442,0.0,825.1155655158442,11
TRX-0078,2025-09-09,Home & Kitchen,Standard,Tuesday,9,False,131.59922255494246,0.1,118.43930029944822,6
TRX-0079,2025-07-09,Home & Kitchen,Student,Wednesday,7,False,149.6771938895053,0.0,149.6771938895053,3
TRX-0080,2025-10-23,Clothing,Standard,Thursday,10,False,66.40542935074774,0.1,59.76488641567297,6
TRX-0081,2025-08-01,Home & Kitchen,Standard,Friday,8,False,151.23078201656182,0.1,136.10770381490565,6
TRX-0082,2025-07-27,Clothing,Standard,Sunday,7,True,58.86871947484259,0.1,52.98184752735833,10
TRX-0083,2025-08-25,Clothing,Standard,Monday,8,False,47.007836365541756,0.2,37.60626909243341,7
TRX-0084,2025-12-04,Clothing,Student,Thursday,12,False,62.327867429401635,0.0,62.327867429401635,14
TRX-0085,2025-02-22,Clothing,Standard,Saturday,2,True,52.43236022984074,0.1,47.18912420685667,8
TRX-0086,2025-10-07,Electronics,Standard,Tuesday,10,False,778.1007829502145,0.1,700.290704655193,7
TRX-0087,2025-08-05,Clothing,Standard,Tuesday,8,False,71.94592220513731,0.1,64.75132998462358,5
TRX-0088,2025-09-09,Books,Standard,Tuesday,9,False,34.58385819842042,0.2,27.66708655873634,6
TRX-0089,2025-07-07,Home & Kitchen,Student,Monday,7,False,150.5166097685108,0.0,150.5166097685108,7
TRX-0090,2025-02-10,Books,Student,Monday,2,False,27.290746882057025,0.1,24.561672193851322,7
TRX-0091,2025-06-06,Electronics,Standard,Friday,6,False,810.7431801271556,0.0,810.7431801271556,4
TRX-0092,2025-01-15,Books,Student,Wednesday,1,False,27.243396567780827,0.3,19.070377597446576,12
TRX-0093,2025-10-28,Home & Kitchen,Student,Tuesday,10,False,159.04017554761313,0.0,159.04017554761313,5
TRX-0094,2025-03-06,Books,Standard,Thursday,3,False,22.0251779912615,0.2,17.6201423930092,8
TRX-0095,2025-12-11,Electronics,Student,Thursday,12,False,813.1198373857395,0.0,813.1198373857395,9
TRX-0096,2025-11-23,Clothing,Standard,Sunday,11,True,63.207857259326836,0.0,63.207857259326836,5
TRX-0097,2025-01-09,Books,Premium,Thursday,1,False,26.94051943605874,0.1,24.246467492452865,4
TRX-0098,2025-12-10,Electronics,Student,Wednesday,12,False,787.2993891128797,0.2,629.8395112903038,9
TRX-0099,2025-05-09,Electronics,Standard,Friday,5,False,802.8695585430171,0.1,722.5826026887154,10
TRX-0100,2025-05-16,Home & Kitchen,Student,Friday,5,False,141.6804508250555,0.3,99.17631557753883,11
TRX-0101,2025-03-04,Home & Kitchen,Student,Tuesday,3,False,143.61717273471507,0.1,129.25545546124357,8
TRX-0102,2025-05-19,Books,Premium,Monday,5,False,16.84624371683879,0.1,15.16161934515491,4
TRX-0103,2025-03-22,Clothing,Student,Saturday,3,True,49.33765068100775,0.0,49.33765068100775,3
TRX-0104,2025-06-12,Electronics,Standard,Thursday,6,False,821.2477140301696,0.2,656.9981712241357,7
TRX-0105,2025-10-16,Books,Standard,Thursday,10,False,38.31339061988403,0.0,38.31339061988403,7
TRX-0106,2025-09-18,Electronics,Standard,Thursday,9,False,819.2036750214426,0.2,655.3629400171541,9
TRX-0107,2025-08-19,Electronics,Student,Tuesday,8,False,787.7710498044444,0.3,551.439734863111,8
TRX-0108,2025-02-10,Clothing,Premium,Monday,2,False,60.712537499108926,0.3,42.49877624937625,8
TRX-0109,2025-01-28,Clothing,Standard,Tuesday,1,False,47.06492374795904,0.1,42.35843137316314,9
TRX-0110,2025-05-15,Books,Standard,Thursday,5,False,18.04305122802936,0.1,16.238746105226422,10
TRX-0111,2025-07-20,Clothing,Student,Sunday,7,True,50.81873016583425,0.2,40.65498413266741,10
TRX-0112,2025-11-24,Clothing,Standard,Monday,11,False,72.39584006441561,0.0,72.39584006441561,4
TRX-0113,2025-09-25,Books,Premium,Thursday,9,False,21.0377032189824,0.1,18.933932897084162,6
TRX-0114,2025-02-02,Clothing,Standard,Sunday,2,True,70.68379333694017,0.0,70.68379333694017,3
TRX-0115,2025-02-17,Home & Kitchen,Standard,Monday,2,False,156.04120889588518,0.1,140.43708800629668,6
TRX-0116,2025-03-03,Electronics,Student,Monday,3,False,823.0363875210479,0.0,823.0363875210479,6
TRX-0117,2025-08-04,Electronics,Standard,Monday,8,False,785.2055577686027,0.0,785.2055577686027,5
TRX-0118,2025-10-20,Electronics,Standard,Monday,10,False,812.592332397868,0.0,812.592332397868,5
TRX-0119,2025-04-09,Electronics,Student,Wednesday,4,False,811.4644087040073,0.1,730.3179678336065,5
TRX-0120,2025-06-21,Books,Premium,Saturday,6,True,15.266211619729654,0.1,13.73959045775669,10
TRX-0121,2025-12-26,Electronics,Student,Friday,12,False,810.0713333647316,0.0,810.0713333647316,5
TRX-0122,2025-08-02,Electronics,Standard,Saturday,8,True,803.3614496302623,0.1,723.0253046672361,5
TRX-0123,2025-02-04,Electronics,Student,Tuesday,2,False,797.725237400466,0.0,797.725237400466,5
TRX-0124,2025-08-15,Electronics,Standard,Friday,8,False,791.76064513028,0.1,712.584580617252,9
TRX-0125,2025-04-11,Home & Kitchen,Premium,Friday,4,False,142.80890548550815,0.1,128.52801493695733,10
TRX-0126,2025-05-11,Electronics,Student,Sunday,5,True,820.4981209578592,0.1,738.4483088620733,2
TRX-0127,2025-09-14,Home & Kitchen,Student,Sunday,9,True,150.00682818957483,0.2,120.00546255165987,11
TRX-0128,2025-01-05,Books,Student,Sunday,1,True,32.82130001531459,0.0,32.82130001531459,5
TRX-0129,2025-08-06,Clothing,Premium,Wednesday,8,False,52.09100618332447,0.2,41.672804946659575,10
TRX-0130,2025-09-12,Electronics,Student,Friday,9,False,792.2014705377836,0.1,712.9813234840053,6
TRX-0131,2025-12-25,Clothing,Student,Thursday,12,False,70.81984809249943,0.1,63.73786328324949,12
TRX-0132,2025-10-10,Clothing,Standard,Friday,10,False,46.50423788448468,0.1,41.85381409603622,4
TRX-0133,2025-07-26,Books,Student,Saturday,7,True,20.847862320947286,0.0,20.847862320947286,3
TRX-0134,2025-01-15,Clothing,Student,Wednesday,1,False,60.34027411072232,0.1,54.30624669965009,5
TRX-0135,2025-12-12,Home & Kitchen,Standard,Friday,12,False,151.1137260184005,0.1,136.00235341656045,9
TRX-0136,2025-02-11,Clothing,Premium,Tuesday,2,False,58.20906714983844,0.0,58.20906714983844,6
TRX-0137,2025-06-28,Clothing,Standard,Saturday,6,True,63.958197810959234,0.0,63.958197810959234,11
TRX-0138,2025-03-04,Clothing,Premium,Tuesday,3,False,66.92855755817811,0.0,66.92855755817811,6
TRX-0139,2025-12-18,Electronics,Standard,Thursday,12,False,807.3463754545933,0.3,565.1424628182152,18
TRX-0140,2025-08-19,Electronics,Standard,Tuesday,8,False,790.1419619133218,0.1,711.1277657219896,4
TRX-0141,2025-08-29,Home & Kitchen,Premium,Friday,8,False,147.15844902071203,0.0,147.15844902071203,2
TRX-0142,2025-02-21,Home & Kitchen,Standard,Friday,2,False,161.9476286187694,0.0,161.9476286187694,8
TRX-0143,2025-04-06,Electronics,Premium,Sunday,4,True,808.9464718757388,0.1,728.051824688165,12
TRX-0144,2025-08-10,Home & Kitchen,Student,Sunday,8,True,136.27140548518935,0.2,109.01712438815149,15
TRX-0145,2025-08-19,Electronics,Student,Tuesday,8,False,803.5147990035221,0.0,803.5147990035221,7
TRX-0146,2025-08-25,Books,Premium,Monday,8,False,5.2177475062518965,0.0,5.2177475062518965,6
TRX-0147,2025-05-23,Clothing,Student,Friday,5,False,60.469349020603694,0.2,48.37547921648296,6
TRX-0148,2025-06-20,Clothing,Standard,Friday,6,False,78.97767016745976,0.0,78.97767016745976,7
TRX-0149,2025-01-29,Home & Kitchen,Standard,Wednesday,1,False,140.52107282731015,0.0,140.52107282731015,6
TRX-0150,2025-02-05,Electronics,Premium,Wednesday,2,False,791.6567695450842,0.3,554.1597386815589,11
TRX-0151,2025-01-13,Electronics,Standard,Monday,1,False,807.6402978157286,0.1,726.8762680341557,8
TRX-0152,2025-06-09,Home & Kitchen,Student,Monday,6,False,134.57198484790354,0.0,134.57198484790354,4
TRX-0153,2025-11-23,Electronics,Student,Sunday,11,True,793.6724497011496,0.0,793.6724497011496,5
TRX-0154,2025-07-06,Books,Premium,Sunday,7,True,30.964411375817527,0.0,30.964411375817527,5
TRX-0155,2025-08-31,Clothing,Premium,Sunday,8,True,53.65714152310597,0.0,53.65714152310597,6
TRX-0156,2025-03-27,Home & Kitchen,Standard,Thursday,3,False,147.64030012789027,0.2,118.11224010231223,8
TRX-0157,2025-10-11,Home & Kitchen,Standard,Saturday,10,True,157.44185710315034,0.1,141.6976713928353,11
TRX-0158,2025-03-07,Electronics,Standard,Friday,3,False,804.2154608353657,0.2,643.3723686682926,6
TRX-0159,2025-06-19,Home & Kitchen,Standard,Thursday,6,False,152.66818396295403,0.3,106.86772877406781,10
TRX-0160,2025-02-14,Books,Student,Friday,2,False,21.608777207299614,0.1,19.447899486569654,3
TRX-0161,2025-03-03,Electronics,Student,Monday,3,False,803.7006111526896,0.0,803.7006111526896,6
TRX-0162,2025-05-14,Electronics,Standard,Wednesday,5,False,798.7626731990024,0.1,718.8864058791022,3
TRX-0163,2025-10-11,Electronics,Student,Saturday,10,True,804.5780560992579,0.3,563.2046392694805,15
TRX-0164,2025-01-28,Electronics,Standard,Tuesday,1,False,795.0306797488203,0.2,636.0245437990562,10
TRX-0165,2025-04-18,Books,Standard,Friday,4,False,23.17431025620459,0.0,23.17431025620459,0
TRX-0166,2025-02-13,Electronics,Standard,Thursday,2,False,790.1004220744799,0.1,711.0903798670319,8
TRX-0167,2025-12-06,Home & Kitchen,Standard,Saturday,12,True,149.64992389993765,0.1,134.68493150994388,5
TRX-0168,2025-10-13,Books,Student,Monday,10,False,16.88999136371155,0.3,11.822993954598086,10
TRX-0169,2025-11-27,Clothing,Standard,Thursday,11,False,48.85953549838007,0.0,48.85953549838007,6
TRX-0170,2025-05-08,Clothing,Standard,Thursday,5,False,62.586611478553884,0.1,56.3279503306985,9
TRX-0171,2025-12-14,Home & Kitchen,Standard,Sunday,12,True,152.1273977585766,0.2,121.70191820686128,17
TRX-0172,2025-08-19,Home & Kitchen,Premium,Tuesday,8,False,157.82873734948572,0.1,142.04586361453715,5
TRX-0173,2025-07-09,Books,Student,Wednesday,7,False,20.68874430424901,0.1,18.619869873824108,9
TRX-0174,2025-08-13,Clothing,Standard,Wednesday,8,False,64.08052846836756,0.0,64.08052846836756,6
TRX-0175,2025-10-10,Clothing,Standard,Friday,10,False,65.50797572273663,0.0,65.50797572273663,5
TRX-0176,2025-05-01,Clothing,Standard,Thursday,5,False,64.44773807831595,0.0,64.44773807831595,7
TRX-0177,2025-04-26,Clothing,Standard,Saturday,4,True,51.743463171978576,0.3,36.220424220385,12
TRX-0178,2025-08-21,Clothing,Premium,Thursday,8,False,61.49363482271189,0.0,61.49363482271189,7
TRX-0179,2025-09-16,Electronics,Standard,Tuesday,9,False,803.6414029605467,0.1,723.277262664492,3
TRX-0180,2025-12-25,Home & Kitchen,Standard,Thursday,12,False,150.07178466907942,0.1,135.0646062021715,5
TRX-0181,2025-07-17,Electronics,Student,Thursday,7,False,779.1352234162891,0.0,779.1352234162891,2
TRX-0182,2025-05-17,Clothing,Student,Saturday,5,True,61.6048962397348,0.1,55.444406615761324,10
TRX-0183,2025-11-14,Books,Student,Friday,11,False,47.12531039397242,0.2,37.70024831517794,12
TRX-0184,2025-06-14,Books,Standard,Saturday,6,True,21.399607312430174,0.2,17.11968584994414,12
TRX-0185,2025-08-13,Clothing,Standard,Wednesday,8,False,52.719229021446786,0.1,47.447306119302105,2
TRX-0186,2025-11-03,Clothing,Premium,Monday,11,False,63.73348559711398,0.1,57.36013703740259,12
TRX-0187,2025-08-22,Books,Student,Friday,8,False,28.123782104665718,0.0,28.123782104665718,2
TRX-0188,2025-06-21,Electronics,Standard,Saturday,6,True,811.9273516541641,0.3,568.3491461579148,13
TRX-0189,2025-06-01,Electronics,Standard,Sunday,6,True,787.4213184409111,0.0,787.4213184409111,10
TRX-0190,2025-11-11,Clothing,Standard,Tuesday,11,False,67.31380252574992,0.2,53.85104202059994,9
TRX-0191,2025-06-09,Electronics,Premium,Monday,6,False,805.9042206125147,0.0,805.9042206125147,4
TRX-0192,2025-04-06,Books,Standard,Sunday,4,True,23.57853463059454,0.3,16.50497424141618,11
TRX-0193,2025-08-21,Electronics,Premium,Thursday,8,False,803.3868731792169,0.2,642.7094985433736,11
TRX-0194,2025-06-29,Clothing,Student,Sunday,6,True,70.29457481598357,0.2,56.23565985278685,13
TRX-0195,2025-04-23,Books,Standard,Wednesday,4,False,33.72315380028451,0.0,33.72315380028451,3
TRX-0196,2025-11-14,Electronics,Premium,Friday,11,False,788.5698068792627,0.1,709.7128261913365,5
TRX-0197,2025-02-21,Home & Kitchen,Standard,Friday,2,False,158.20158186755484,0.1,142.38142368079934,4
TRX-0198,2025-09-25,Books,Premium,Thursday,9,False,24.353113949674814,0.2,19.48249115973985,6
TRX-0199,2025-10-22,Books,Standard,Wednesday,10,False,25.728740980155155,0.0,25.728740980155155,7
TRX-0200,2025-04-23,Home & Kitchen,Student,Wednesday,4,False,150.73196991001694,0.3,105.51237893701186,10
TRX-0201,2025-04-11,Home & Kitchen,Premium,Friday,4,False,148.4975701120174,0.2,118.79805608961392,5
TRX-0202,2025-04-23,Books,Student,Wednesday,4,False,36.91707497107065,0.0,36.91707497107065,3
TRX-0203,2025-03-22,Home & Kitchen,Premium,Saturday,3,True,149.16282040150787,0.2,119.3302563212063,17
TRX-0204,2025-07-06,Clothing,Standard,Sunday,7,True,48.80453871616831,0.1,43.92408484455148,6
TRX-0205,2025-04-23,Clothing,Student,Wednesday,4,False,56.06470144030271,0.1,50.458231296272444,8
TRX-0206,2025-01-02,Clothing,Standard,Thursday,1,False,61.78694716810475,0.0,61.78694716810475,4
TRX-0207,2025-05-10,Books,Premium,Saturday,5,True,37.29214784297051,0.1,33.56293305867346,8
TRX-0208,2025-08-08,Home & Kitchen,Standard,Friday,8,False,156.03094684948834,0.2,124.82475747959069,7
TRX-0209,2025-02-23,Home & Kitchen,Standard,Sunday,2,True,141.49464721252957,0.1,127.34518249127662,11
TRX-0210,2025-12-09,Electronics,Student,Tuesday,12,False,824.8518991667889,0.1,742.36670925011,9
TRX-0211,2025-08-12,Electronics,Standard,Tuesday,8,False,802.6477531097798,0.1,722.3829777988019,4
TRX-0212,2025-08-13,Home & Kitchen,Student,Wednesday,8,False,162.75390737999015,0.2,130.20312590399212,10
TRX-0213,2025-05-06,Home & Kitchen,Student,Tuesday,5,False,148.4828556642277,0.0,148.4828556642277,3
TRX-0214,2025-05-10,Home & Kitchen,Standard,Saturday,5,True,155.33359244705449,0.2,124.2668739576436,7
TRX-0215,2025-02-22,Books,Student,Saturday,2,True,33.39468504518405,0.1,30.055216540665644,11
TRX-0216,2025-06-21,Home & Kitchen,Standard,Saturday,6,True,162.18194711754256,0.0,162.18194711754256,7
TRX-0217,2025-08-06,Electronics,Student,Wednesday,8,False,810.5736830537822,0.0,810.5736830537822,3
TRX-0218,2025-06-09,Books,Premium,Monday,6,False,33.721970000729776,0.1,30.3497730006568,7
TRX-0219,2025-07-17,Home & Kitchen,Standard,Thursday,7,False,146.84913268805892,0.2,117.47930615044714,11
TRX-0220,2025-09-04,Electronics,Standard,Thursday,9,False,794.2825395804393,0.0,794.2825395804393,4
TRX-0221,2025-11-20,Books,Standard,Thursday,11,False,28.326075103241976,0.2,22.660860082593583,8
TRX-0222,2025-07-22,Home & Kitchen,Standard,Tuesday,7,False,159.33128072341069,0.0,159.33128072341069,3
TRX-0223,2025-07-03,Home & Kitchen,Student,Thursday,7,False,147.77279299223392,0.1,132.99551369301054,8
TRX-0224,2025-05-03,Home & Kitchen,Premium,Saturday,5,True,160.65171965714387,0.3,112.4562037600007,12
TRX-0225,2025-09-12,Books,Premium,Friday,9,False,39.52616745486179,0.2,31.620933963889435,9
TRX-0226,2025-10-21,Electronics,Student,Tuesday,10,False,790.8367908092658,0.0,790.8367908092658,7
TRX-0227,2025-10-07,Electronics,Standard,Tuesday,10,False,791.6307929620372,0.1,712.4677136658335,6
TRX-0228,2025-11-21,Clothing,Student,Friday,11,False,58.59624941094663,0.0,58.59624941094663,3
TRX-0229,2025-04-08,Home & Kitchen,Student,Tuesday,4,False,153.07612668189196,0.1,137.76851401370277,3
TRX-0230,2025-07-17,Clothing,Student,Thursday,7,False,54.75432986232949,0.2,43.80346388986359,9
TRX-0231,2025-08-28,Clothing,Student,Thursday,8,False,73.52202678867144,0.2,58.81762143093715,12
TRX-0232,2025-05-24,Electronics,Standard,Saturday,5,True,804.2406686151845,0.0,804.2406686151845,6
TRX-0233,2025-04-07,Books,Premium,Monday,4,False,25.394470482407396,0.3,17.776129337685177,11
TRX-0234,2025-07-20,Books,Student,Sunday,7,True,10.640904761314724,0.1,9.576814285183252,6
TRX-0235,2025-05-04,Electronics,Standard,Sunday,5,True,786.841841835725,0.0,786.841841835725,3
TRX-0236,2025-07-06,Books,Premium,Sunday,7,True,27.810092502818062,0.1,25.029083252536257,10
TRX-0237,2025-11-22,Clothing,Standard,Saturday,11,True,38.67404373845164,0.1,34.806639364606475,8
TRX-0238,2025-12-15,Home & Kitchen,Student,Monday,12,False,160.1263740964407,0.1,144.11373668679664,12
TRX-0239,2025-09-16,Electronics,Standard,Tuesday,9,False,798.4184615562768,0.1,718.5766154006492,8
TRX-0240,2025-05-28,Home & Kitchen,Standard,Wednesday,5,False,182.43092969594733,0.1,164.1878367263526,10
TRX-0241,2025-09-09,Books,Standard,Tuesday,9,False,48.079162506161104,0.0,48.079162506161104,8
TRX-0242,2025-12-12,Home & Kitchen,Standard,Friday,12,False,148.18550930752482,0.2,118.54840744601987,16
TRX-0243,2025-05-27,Books,Standard,Tuesday,5,False,23.936629974686852,0.1,21.542966977218168,11
TRX-0244,2025-05-28,Books,Standard,Wednesday,5,False,34.9558151400203,0.0,34.9558151400203,5
TRX-0245,2025-12-18,Clothing,Premium,Thursday,12,False,77.03172609918037,0.2,61.625380879344306,9
TRX-0246,2025-07-18,Books,Student,Friday,7,False,8.619709425639833,0.3,6.033796597947883,10
TRX-0247,2025-11-04,Clothing,Standard,Tuesday,11,False,42.13624534645314,0.3,29.495371742517193,11
TRX-0248,2025-05-08,Clothing,Student,Thursday,5,False,53.779651944456184,0.0,53.779651944456184,6
TRX-0249,2025-02-08,Clothing,Student,Saturday,2,True,65.82737583173865,0.0,65.82737583173865,8
TRX-0250,2025-12-04,Electronics,Standard,Thursday,12,False,804.968735905076,0.1,724.4718623145684,8
TRX-0251,2025-12-26,Electronics,Standard,Friday,12,False,810.6977145498385,0.0,810.6977145498385,8
TRX-0252,2025-05-09,Books,Standard,Friday,5,False,13.003024716346918,0.3,9.102117301442842,19
TRX-0253,2025-09-24,Clothing,Student,Wednesday,9,False,36.83856137031123,0.0,36.83856137031123,3
TRX-0254,2025-05-31,Electronics,Standard,Saturday,5,True,808.5801419530214,0.0,808.5801419530214,8
